initial_request,contract_type,classified_deal_type,classification_correct,retrieve_norms_latency_ms,total_gold,matched_total,precision@3,recall@3,hit@3,precision@5,recall@5,hit@5,precision@10,recall@10,hit@10,precision@20,recall@20,hit@20,required_sources,actual_sources
"Я хочу передать недвижимость другому лицу, а взамен получать от него постоянные выплаты",договор постоянной ренты,договор постоянной ренты,1,231.0,10,2,0.3333,0.1,1,0.4,0.1,1,0.3,0.1,1,0.3,0.2,1,ГК РФ ст.583-588 | ГК РФ ст.589-595 | ГК РФ ст.8.1 | ГК РФ ст.130 | ГК РФ ст.131 | ГК РФ ст.223 | ФЗ О ГОСУДАРСТВЕННОЙ РЕГИСТРАЦИИ НЕДВИЖИМОСТИ ст.1 | ФЗ О ГОСУДАРСТВЕННОЙ РЕГИСТРАЦИИ НЕДВИЖИМОСТИ ст.14 | ФЗ О ГОСУДАРСТВЕННОЙ РЕГИСТРАЦИИ НЕДВИЖИМОСТИ ст.18 | ФЗ О ГОСУДАРСТВЕННОЙ РЕГИСТРАЦИИ НЕДВИЖИМОСТИ ст.21,ГК РФ ст.601 | ГК РФ ст.583 | ГК РФ ст.600 | ГК РФ ст.585 | ГК РФ ст.596 | ГК РФ ст.586 | ГК РФ ст.605 | ГК РФ ст.815 | ГК РФ ст.553 | ГК РФ ст.582 | ГК РФ ст.604 | ГК РФ ст.602 | ГК РФ ст.399 | ГК РФ ст.594 | ГК РФ ст.124 | ГК РФ ст.578 | ГК РФ ст.581 | ГК РФ ст.424 | ГК РФ ст.592 | ГК РФ ст.593
"Я хочу передать имущество человеку, а он будет платить мне деньги всю мою жизнь",договор пожизненной ренты,договор пожизненной ренты,1,230.8,2,2,0.6667,1.0,1,0.8,1.0,1,0.5,1.0,1,0.25,1.0,1,ГК РФ ст.583-588 | ГК РФ ст.596-600,ГК РФ ст.583 | ГК РФ ст.601 | ГК РФ ст.600 | ГК РФ ст.585 | ГК РФ ст.596 | ГК РФ ст.815 | ГК РФ ст.605 | ГК РФ ст.586 | ГК РФ ст.553 | ГК РФ ст.595 | ГК РФ ст.582 | ГК РФ ст.602 | ГК РФ ст.594 | ГК РФ ст.399 | ГК РФ ст.124 | ГК РФ ст.578 | ГК РФ ст.581 | ГК РФ ст.424 | ГК РФ ст.592 | ГК РФ ст.593
"Я хочу передать квартиру другому человеку, а он будет выплачивать мне деньги до конца моей жизни",договор пожизненной ренты,договор пожизненной ренты,1,210.5,10,2,0.6667,0.2,1,0.6,0.2,1,0.4,0.2,1,0.25,0.2,1,ГК РФ ст.583-588 | ГК РФ ст.596-600 | ГК РФ ст.8.1 | ГК РФ ст.130 | ГК РФ ст.131 | ГК РФ ст.223 | ФЗ О ГОСУДАРСТВЕННОЙ РЕГИСТРАЦИИ НЕДВИЖИМОСТИ ст.1 | ФЗ О ГОСУДАРСТВЕННОЙ РЕГИСТРАЦИИ НЕДВИЖИМОСТИ ст.14 | ФЗ О ГОСУДАРСТВЕННОЙ РЕГИСТРАЦИИ НЕДВИЖИМОСТИ ст.18 | ФЗ О ГОСУДАРСТВЕННОЙ РЕГИСТРАЦИИ НЕДВИЖИМОСТИ ст.21,ГК РФ ст.583 | ГК РФ ст.601 | ГК РФ ст.596 | ГК РФ ст.815 | ГК РФ ст.600 | ГК РФ ст.553 | ГК РФ ст.605 | ГК РФ ст.582 | ГК РФ ст.585 | ГК РФ ст.595 | ГК РФ ст.603 | ГК РФ ст.816 | ГК РФ ст.594 | ГК РФ ст.124 | ГК РФ ст.578 | ГК РФ ст.581 | ГК РФ ст.424 | ГК РФ ст.592 | ГК РФ ст.593 | ГК РФ ст.587
"Я хочу передать квартиру человеку, чтобы он до конца моей жизни содержал меня и помогал с уходом",договор пожизненного содержания с иждивением,договор пожизненного содержания с иждивением,1,235.6,10,2,0.6667,0.2,1,0.8,0.2,1,0.4,0.2,1,0.25,0.2,1,ГК РФ ст.583-588 | ГК РФ ст.601-605 | ГК РФ ст.8.1 | ГК РФ ст.130 | ГК РФ ст.131 | ГК РФ ст.223 | ФЗ О ГОСУДАРСТВЕННОЙ РЕГИСТРАЦИИ НЕДВИЖИМОСТИ ст.1 | ФЗ О ГОСУДАРСТВЕННОЙ РЕГИСТРАЦИИ НЕДВИЖИМОСТИ ст.14 | ФЗ О ГОСУДАРСТВЕННОЙ РЕГИСТРАЦИИ НЕДВИЖИМОСТИ ст.18 | ФЗ О ГОСУДАРСТВЕННОЙ РЕГИСТРАЦИИ НЕДВИЖИМОСТИ ст.21,ГК РФ ст.601 | ГК РФ ст.600 | ГК РФ ст.583 | ГК РФ ст.602 | ГК РФ ст.605 | ГК РФ ст.979 | ГК РФ ст.582 | ГК РФ ст.563 | ГК РФ ст.553 | ГК РФ ст.559 | ГК РФ ст.586 | ГК РФ ст.815 | ГК РФ ст.594 | ГК РФ ст.124 | ГК РФ ст.578 | ГК РФ ст.581 | ГК РФ ст.132 | ГК РФ ст.399 | ГК РФ ст.424 | ГК РФ ст.592
Я хочу сдать свою квартиру человеку для проживания за ежемесячную плату,договор найма жилого помещения,договор найма жилого помещения,1,90.8,4,1,1.0,0.25,1,1.0,0.25,1,0.7,0.25,1,0.45,0.25,1,ГК РФ ст.671-688 | ГК РФ ст.292 | ЖК РФ ст.15-17 | ЖК РФ ст.30-31,ГК РФ ст.688 | ГК РФ ст.687 | ГК РФ ст.677 | ГК РФ ст.671 | ГК РФ ст.685 | ГК РФ ст.815 | ГК РФ ст.553 | ГК РФ ст.625 | ГК РФ ст.686 | ГК РФ ст.684 | ГК РФ ст.678 | ГК РФ ст.816 | ГК РФ ст.679
"Я сдаю квартиру человеку на два года, нужно оформить договор и зарегистрировать ограничение",договор найма жилого помещения,договор найма жилого помещения,1,226.4,9,1,0.3333,0.1111,1,0.4,0.1111,1,0.6,0.1111,1,0.75,0.1111,1,ГК РФ ст.671-688 | ГК РФ ст.292 | ЖК РФ ст.15-17 | ЖК РФ ст.30-31 | ФЗ О ГОСУДАРСТВЕННОЙ РЕГИСТРАЦИИ НЕДВИЖИМОСТИ ст.1 | ФЗ О ГОСУДАРСТВЕННОЙ РЕГИСТРАЦИИ НЕДВИЖИМОСТИ ст.14 | ФЗ О ГОСУДАРСТВЕННОЙ РЕГИСТРАЦИИ НЕДВИЖИМОСТИ ст.18 | ФЗ О ГОСУДАРСТВЕННОЙ РЕГИСТРАЦИИ НЕДВИЖИМОСТИ ст.21 | ФЗ О ГОСУДАРСТВЕННОЙ РЕГИСТРАЦИИ НЕДВИЖИМОСТИ ст.51,ГК РФ ст.674 | ГК РФ ст.815 | ГК РФ ст.553 | ГК РФ ст.816 | ГК РФ ст.685 | ГК РФ ст.625 | ГК РФ ст.671 | ГК РФ ст.688 | ГК РФ ст.677 | ГК РФ ст.687 | ГК РФ ст.683 | ГК РФ ст.684 | ГК РФ ст.679 | ГК РФ ст.677 | ГК РФ ст.687 | ГК РФ ст.680 | ГК РФ ст.684 | ГК РФ ст.685 | ГК РФ ст.686
Я сам снимаю квартиру и хочу с согласия собственника пересдать комнату другому человеку,договор поднайма жилого помещения,договор поднайма жилого помещения,1,78.2,3,1,0.6667,0.3333,1,0.4,0.3333,1,0.6,0.3333,1,0.45,0.3333,1,ГК РФ ст.671-688 | ЖК РФ ст.15-17 | ЖК РФ ст.30-31,ГК РФ ст.685 | ГК РФ ст.553 | ГК РФ ст.686 | ГК РФ ст.815 | ГК РФ ст.816 | ГК РФ ст.688 | ГК РФ ст.681 | ГК РФ ст.677 | ГК РФ ст.625 | ГК РФ ст.684 | ГК РФ ст.687 | ГК РФ ст.678 | ГК РФ ст.679
"Я снимаю жильё и хочу пересдать его другому человеку на длительный срок, чтобы всё правильно оформить",договор поднайма жилого помещения,договор поднайма жилого помещения,1,392.1,4,1,1.0,0.25,1,1.0,0.25,1,0.9,0.25,1,0.85,0.25,1,ГК РФ ст.671-688 | ЖК РФ ст.15-17 | ЖК РФ ст.30-31 | ФЗ О ГОСУДАРСТВЕННОЙ РЕГИСТРАЦИИ НЕДВИЖИМОСТИ ст.51,ГК РФ ст.685 | ГК РФ ст.684 | ГК РФ ст.677 | ГК РФ ст.686 | ГК РФ ст.688 | ГК РФ ст.687 | ГК РФ ст.672 | ГК РФ ст.674 | ГК РФ ст.671 | ГК РФ ст.615 | ГК РФ ст.553 | ГК РФ ст.625 | ГК РФ ст.679 | ГК РФ ст.685 | ГК РФ ст.678 | ГК РФ ст.681 | ГК РФ ст.674 | ГК РФ ст.675 | ГК РФ ст.680 | ГК РФ ст.686
"Я хочу бесплатно дать знакомому оборудование попользоваться на время, а потом он должен вернуть его обратно",договор безвозмездного пользования (ссуды),договор безвозмездного пользования (ссуды),1,268.8,1,1,1.0,1.0,1,0.6,1.0,1,0.4,1.0,1,0.25,1.0,1,ГК РФ ст.689-701,ГК РФ ст.691 | ГК РФ ст.689 | ГК РФ ст.695 | ГК РФ ст.815 | ГК РФ ст.625 | ГК РФ ст.918 | ГК РФ ст.694 | ГК РФ ст.816 | ГК РФ ст.553 | ГК РФ ст.807 | ГК РФ ст.701 | ГК РФ ст.819 | ГК РФ ст.610 | ГК РФ ст.609 | ГК РФ ст.621 | ГК РФ ст.607 | ГК РФ ст.615 | ГК РФ ст.623 | ГК РФ ст.140 | ГК РФ ст.141
Я хочу бесплатно передать компании нежилое помещение во временное пользование,договор безвозмездного пользования (ссуды),договор безвозмездного пользования (ссуды),1,336.4,9,1,0.0,0.0,0,0.4,0.1111,1,0.3,0.1111,1,0.2,0.1111,1,ГК РФ ст.689-701 | ГК РФ ст.8.1 | ГК РФ ст.130 | ГК РФ ст.131 | ФЗ О ГОСУДАРСТВЕННОЙ РЕГИСТРАЦИИ НЕДВИЖИМОСТИ ст.1 | ФЗ О ГОСУДАРСТВЕННОЙ РЕГИСТРАЦИИ НЕДВИЖИМОСТИ ст.14 | ФЗ О ГОСУДАРСТВЕННОЙ РЕГИСТРАЦИИ НЕДВИЖИМОСТИ ст.18 | ФЗ О ГОСУДАРСТВЕННОЙ РЕГИСТРАЦИИ НЕДВИЖИМОСТИ ст.21 | ФЗ О ГОСУДАРСТВЕННОЙ РЕГИСТРАЦИИ НЕДВИЖИМОСТИ ст.51,ГК РФ ст.815 | ГК РФ ст.816 | ГК РФ ст.553 | ГК РФ ст.691 | ГК РФ ст.689 | ГК РФ ст.807 | ГК РФ ст.701 | ГК РФ ст.819 | ГК РФ ст.625 | ГК РФ ст.823 | ГК РФ ст.582 | ГК РФ ст.690 | ГК РФ ст.610 | ГК РФ ст.609 | ГК РФ ст.621 | ГК РФ ст.607 | ГК РФ ст.615 | ГК РФ ст.623 | ГК РФ ст.140 | ГК РФ ст.141
"Я хочу пустить человека жить в квартире бесплатно, но чтобы потом он освободил квартиру и вернул её",договор безвозмездного пользования (ссуды),договор безвозмездного пользования (ссуды),1,439.8,11,1,0.6667,0.0909,1,0.6,0.0909,1,0.3,0.0909,1,0.15,0.0909,1,ГК РФ ст.689-701 | ГК РФ ст.8.1 | ГК РФ ст.130 | ГК РФ ст.131 | ФЗ О ГОСУДАРСТВЕННОЙ РЕГИСТРАЦИИ НЕДВИЖИМОСТИ ст.1 | ФЗ О ГОСУДАРСТВЕННОЙ РЕГИСТРАЦИИ НЕДВИЖИМОСТИ ст.14 | ФЗ О ГОСУДАРСТВЕННОЙ РЕГИСТРАЦИИ НЕДВИЖИМОСТИ ст.18 | ФЗ О ГОСУДАРСТВЕННОЙ РЕГИСТРАЦИИ НЕДВИЖИМОСТИ ст.21 | ФЗ О ГОСУДАРСТВЕННОЙ РЕГИСТРАЦИИ НЕДВИЖИМОСТИ ст.51 | ЖК РФ ст.15-17 | ЖК РФ ст.30-31,ГК РФ ст.689 | ГК РФ ст.691 | ГК РФ ст.688 | ГК РФ ст.807 | ГК РФ ст.701 | ГК РФ ст.582 | ГК РФ ст.815 | ГК РФ ст.605 | ГК РФ ст.625 | ГК РФ ст.918 | ГК РФ ст.819 | ГК РФ ст.810 | ГК РФ ст.610 | ГК РФ ст.609 | ГК РФ ст.621 | ГК РФ ст.607 | ГК РФ ст.615 | ГК РФ ст.623 | ГК РФ ст.140 | ГК РФ ст.141
"Я хочу заказать у подрядчика изготовление вещи по моему заданию, чтобы он сделал результат и передал мне",договор подряда,договор подряда,1,113.4,1,1,0.3333,1.0,1,0.4,1.0,1,0.2,1.0,1,0.1,1.0,1,ГК РФ ст.702-729,ГК РФ ст.703 | ГК РФ ст.815 | ГК РФ ст.553 | ГК РФ ст.702 | ГК РФ ст.816 | ГК РФ ст.758 | ГК РФ ст.760 | ГК РФ ст.485 | ГК РФ ст.762 | ГК РФ ст.497 | ГК РФ ст.1032 | ГК РФ ст.625 | ГК РФ ст.424 | ГК РФ ст.314
"Я хочу нанять мастера, чтобы он сделал ремонт в моей квартире для личных нужд",договор бытового подряда,договор бытового подряда,1,456.2,8,4,0.3333,0.125,1,0.2,0.125,1,0.5,0.5,1,0.45,0.5,1,ГК РФ ст.702-729 | ГК РФ ст.730-739 | ФЗ О ЗАЩИТЕ ПРАВ ПОТРЕБИТЕЛЕЙ ст.1 | ФЗ О ЗАЩИТЕ ПРАВ ПОТРЕБИТЕЛЕЙ ст.4 | ФЗ О ЗАЩИТЕ ПРАВ ПОТРЕБИТЕЛЕЙ ст.7 | ФЗ О ЗАЩИТЕ ПРАВ ПОТРЕБИТЕЛЕЙ ст.8-12 | ФЗ О ЗАЩИТЕ ПРАВ ПОТРЕБИТЕЛЕЙ ст.16-17 | ФЗ О ЗАЩИТЕ ПРАВ ПОТРЕБИТЕЛЕЙ ст.27-39,ГК РФ ст.740 | ГК РФ ст.730 | ГК РФ ст.815 | ГК РФ ст.553 | ГК РФ ст.816 | ФЗ О ЗАЩИТЕ ПРАВ ПОТРЕБИТЕЛЕЙ ст.38 | ГК РФ ст.734 | ФЗ О ЗАЩИТЕ ПРАВ ПОТРЕБИТЕЛЕЙ ст.26 | ГК РФ ст.702 | ФЗ О ЗАЩИТЕ ПРАВ ПОТРЕБИТЕЛЕЙ ст.16 | ФЗ О ЗАЩИТЕ ПРАВ ПОТРЕБИТЕЛЕЙ ст.16 | ГК РФ ст.819 | ГК РФ ст.426 | ФЗ О ЗАЩИТЕ ПРАВ ПОТРЕБИТЕЛЕЙ ст.13 | ФЗ О ЗАЩИТЕ ПРАВ ПОТРЕБИТЕЛЕЙ ст.13 | ФЗ О ЗАЩИТЕ ПРАВ ПОТРЕБИТЕЛЕЙ ст.17 | ФЗ О ЗАЩИТЕ ПРАВ ПОТРЕБИТЕЛЕЙ ст.32 | ФЗ О ЗАЩИТЕ ПРАВ ПОТРЕБИТЕЛЕЙ ст.18 | ФЗ О ЗАЩИТЕ ПРАВ ПОТРЕБИТЕЛЕЙ ст.18 | ФЗ О ЗАЩИТЕ ПРАВ ПОТРЕБИТЕЛЕЙ ст.29
Моя компания нанимает строительную фирму построить объект по проекту,договор строительного подряда,договор строительного подряда,1,77.2,2,2,0.3333,0.5,1,0.2,0.5,1,0.3,1.0,1,0.15,1.0,1,ГК РФ ст.702-729 | ГК РФ ст.740-757,ГК РФ ст.815 | ГК РФ ст.740 | ГК РФ ст.553 | ГК РФ ст.816 | ГК РФ ст.625 | ГК РФ ст.702 | ГК РФ ст.760 | ГК РФ ст.566 | ГК РФ ст.743 | ГК РФ ст.631 | ГК РФ ст.762 | ГК РФ ст.819
"Я заказываю строительство объекта, а после завершения нужно будет оформить его как недвижимость",договор строительного подряда,договор строительного подряда,1,463.1,6,2,0.3333,0.1667,1,0.2,0.1667,1,0.4,0.3333,1,0.2,0.3333,1,ГК РФ ст.702-729 | ГК РФ ст.740-757 | ФЗ О ГОСУДАРСТВЕННОЙ РЕГИСТРАЦИИ НЕДВИЖИМОСТИ ст.1 | ФЗ О ГОСУДАРСТВЕННОЙ РЕГИСТРАЦИИ НЕДВИЖИМОСТИ ст.14 | ФЗ О ГОСУДАРСТВЕННОЙ РЕГИСТРАЦИИ НЕДВИЖИМОСТИ ст.18 | ФЗ О ГОСУДАРСТВЕННОЙ РЕГИСТРАЦИИ НЕДВИЖИМОСТИ ст.21,ГК РФ ст.553 | ГК РФ ст.815 | ГК РФ ст.740 | ГК РФ ст.816 | ГК РФ ст.625 | ГК РФ ст.703 | ГК РФ ст.753 | ГК РФ ст.702 | ГК РФ ст.701 | ГК РФ ст.979 | ГК РФ ст.549 | ГК РФ ст.563 | ГК РФ ст.130 | ГК РФ ст.559 | ГК РФ ст.560 | ГК РФ ст.561 | ГК РФ ст.562 | ГК РФ ст.563 | ГК РФ ст.564 | ГК РФ ст.565
"Мне нужно нанять консультанта, который будет давать советы и рекомендации за плату",договор возмездного оказания услуг,договор возмездного оказания услуг,1,108.0,2,1,0.0,0.0,0,0.0,0.0,0,0.1,0.5,1,0.05,0.5,1,ГК РФ ст.779-783 | ГК РФ ст.702-729,ГК РФ ст.553 | ГК РФ ст.815 | ФЗ О ЗАЩИТЕ ПРАВ ПОТРЕБИТЕЛЕЙ ст.37 | ГК РФ ст.816 | ФЗ О ЗАЩИТЕ ПРАВ ПОТРЕБИТЕЛЕЙ ст.26 | ГК РФ ст.485 | ГК РФ ст.1032 | ФЗ О ЗАЩИТЕ ПРАВ ПОТРЕБИТЕЛЕЙ ст.38 | ГК РФ ст.779 | ФЗ О ЗАЩИТЕ ПРАВ ПОТРЕБИТЕЛЕЙ ст.16.1 | ФЗ О ЗАЩИТЕ ПРАВ ПОТРЕБИТЕЛЕЙ ст.16.1 | ГК РФ ст.625 | ГК РФ ст.424 | ГК РФ ст.314
"Я хочу заказать у исполнителя платную информационную услугу, чтобы он предоставлял мне нужные данные и материалы",договор возмездного оказания услуг,договор возмездного оказания услуг,1,194.9,3,2,0.3333,0.3333,1,0.2,0.3333,1,0.1,0.3333,1,0.1,0.6667,1,ГК РФ ст.779-783 | ГК РФ ст.783.1 | ГК РФ ст.702-729,ГК РФ ст.783.1 | ГК РФ ст.815 | ГК РФ ст.553 | ФЗ О ЗАЩИТЕ ПРАВ ПОТРЕБИТЕЛЕЙ ст.10 | ФЗ О ЗАЩИТЕ ПРАВ ПОТРЕБИТЕЛЕЙ ст.26 | ГК РФ ст.816 | ГК РФ ст.691 | ФЗ О ЗАЩИТЕ ПРАВ ПОТРЕБИТЕЛЕЙ ст.8 | ФЗ О ЗАЩИТЕ ПРАВ ПОТРЕБИТЕЛЕЙ ст.4 | ФЗ О ЗАЩИТЕ ПРАВ ПОТРЕБИТЕЛЕЙ ст.4 | ГК РФ ст.1032 | ГК РФ ст.779 | ФЗ О ЗАЩИТЕ ПРАВ ПОТРЕБИТЕЛЕЙ ст.7 | ФЗ О ЗАЩИТЕ ПРАВ ПОТРЕБИТЕЛЕЙ ст.5 | ФЗ О ЗАЩИТЕ ПРАВ ПОТРЕБИТЕЛЕЙ ст.14 | ФЗ О ЗАЩИТЕ ПРАВ ПОТРЕБИТЕЛЕЙ ст.19 | ФЗ О ЗАЩИТЕ ПРАВ ПОТРЕБИТЕЛЕЙ ст.18 | ФЗ О ЗАЩИТЕ ПРАВ ПОТРЕБИТЕЛЕЙ ст.18 | ФЗ О ЗАЩИТЕ ПРАВ ПОТРЕБИТЕЛЕЙ ст.29
"Я как физическое лицо хочу заказать у компании платную услугу для себя, без изготовления какой-то вещи",договор возмездного оказания услуг,договор возмездного оказания услуг,1,198.1,9,4,0.3333,0.1111,1,0.4,0.1111,1,0.4,0.3333,1,0.3,0.4444,1,ГК РФ ст.779-783 | ГК РФ ст.702-729 | ГК РФ ст.730-739 | ФЗ О ЗАЩИТЕ ПРАВ ПОТРЕБИТЕЛЕЙ ст.1 | ФЗ О ЗАЩИТЕ ПРАВ ПОТРЕБИТЕЛЕЙ ст.4 | ФЗ О ЗАЩИТЕ ПРАВ ПОТРЕБИТЕЛЕЙ ст.7 | ФЗ О ЗАЩИТЕ ПРАВ ПОТРЕБИТЕЛЕЙ ст.8-12 | ФЗ О ЗАЩИТЕ ПРАВ ПОТРЕБИТЕЛЕЙ ст.16-17 | ФЗ О ЗАЩИТЕ ПРАВ ПОТРЕБИТЕЛЕЙ ст.27-39,ГК РФ ст.553 | ФЗ О ЗАЩИТЕ ПРАВ ПОТРЕБИТЕЛЕЙ ст.37 | ГК РФ ст.815 | ФЗ О ЗАЩИТЕ ПРАВ ПОТРЕБИТЕЛЕЙ ст.26 | ФЗ О ЗАЩИТЕ ПРАВ ПОТРЕБИТЕЛЕЙ ст.38 | ГК РФ ст.816 | ФЗ О ЗАЩИТЕ ПРАВ ПОТРЕБИТЕЛЕЙ ст.16.1 | ФЗ О ЗАЩИТЕ ПРАВ ПОТРЕБИТЕЛЕЙ ст.4 | ФЗ О ЗАЩИТЕ ПРАВ ПОТРЕБИТЕЛЕЙ ст.10 | ФЗ О ЗАЩИТЕ ПРАВ ПОТРЕБИТЕЛЕЙ ст.16.1 | ГК РФ ст.1032 | ГК РФ ст.819 | ФЗ О ЗАЩИТЕ ПРАВ ПОТРЕБИТЕЛЕЙ ст.7 | ФЗ О ЗАЩИТЕ ПРАВ ПОТРЕБИТЕЛЕЙ ст.5 | ФЗ О ЗАЩИТЕ ПРАВ ПОТРЕБИТЕЛЕЙ ст.14 | ФЗ О ЗАЩИТЕ ПРАВ ПОТРЕБИТЕЛЕЙ ст.19 | ФЗ О ЗАЩИТЕ ПРАВ ПОТРЕБИТЕЛЕЙ ст.18 | ФЗ О ЗАЩИТЕ ПРАВ ПОТРЕБИТЕЛЕЙ ст.18 | ФЗ О ЗАЩИТЕ ПРАВ ПОТРЕБИТЕЛЕЙ ст.29
"Я хочу передать имущество управляющему, чтобы он распоряжался им в моих интересах за вознаграждение",договор доверительного управления имуществом,договор доверительного управления имуществом,1,246.2,1,1,1.0,1.0,1,0.6,1.0,1,0.7,1.0,1,0.45,1.0,1,ГК РФ ст.1012-1026,ГК РФ ст.1012 | ГК РФ ст.1016 | ГК РФ ст.1022 | ГК РФ ст.553 | ГК РФ ст.815 | ГК РФ ст.979 | ГК РФ ст.1021 | ГК РФ ст.1018 | ГК РФ ст.1026 | ГК РФ ст.1020 | ГК РФ ст.1019 | ГК РФ ст.625 | ГК РФ ст.1022 | ГК РФ ст.38 | ГК РФ ст.301 | ГК РФ ст.302 | ГК РФ ст.304 | ГК РФ ст.305 | ГК РФ ст.37 | ГК РФ ст.124
"Я хочу передать недвижимость управляющей компании, чтобы она управляла ею и сдавала её в мою пользу",договор доверительного управления имуществом,договор доверительного управления имуществом,1,208.1,9,1,0.6667,0.1111,1,0.6,0.1111,1,0.5,0.1111,1,0.3,0.1111,1,ГК РФ ст.1012-1026 | ГК РФ ст.8.1 | ГК РФ ст.130 | ГК РФ ст.131 | ФЗ О ГОСУДАРСТВЕННОЙ РЕГИСТРАЦИИ НЕДВИЖИМОСТИ ст.1 | ФЗ О ГОСУДАРСТВЕННОЙ РЕГИСТРАЦИИ НЕДВИЖИМОСТИ ст.14 | ФЗ О ГОСУДАРСТВЕННОЙ РЕГИСТРАЦИИ НЕДВИЖИМОСТИ ст.18 | ФЗ О ГОСУДАРСТВЕННОЙ РЕГИСТРАЦИИ НЕДВИЖИМОСТИ ст.21 | ФЗ О ГОСУДАРСТВЕННОЙ РЕГИСТРАЦИИ НЕДВИЖИМОСТИ ст.54,ГК РФ ст.1012 | ГК РФ ст.625 | ГК РФ ст.1016 | ГК РФ ст.815 | ГК РФ ст.1022 | ГК РФ ст.553 | ГК РФ ст.631 | ГК РФ ст.1020 | ГК РФ ст.606 | ГК РФ ст.1026 | ГК РФ ст.656 | ГК РФ ст.1018 | ГК РФ ст.301 | ГК РФ ст.302 | ГК РФ ст.304 | ГК РФ ст.305 | ГК РФ ст.38 | ГК РФ ст.124 | ГК РФ ст.37
Я хочу поручить представителю заключить сделку от моего имени,договор поручения,договор поручения,1,93.1,3,2,0.3333,0.3333,1,0.4,0.3333,1,0.2,0.3333,1,0.2,0.6667,1,ГК РФ ст.971-979 | ГК РФ ст.182-189 | ГК РФ ст.189.1,ГК РФ ст.553 | ГК РФ ст.815 | ГК РФ ст.971 | ГК РФ ст.1005 | ГК РФ ст.979 | ГК РФ ст.816 | ГК РФ ст.1012 | ГК РФ ст.990 | ГК РФ ст.625 | ГК РФ ст.970 | ГК РФ ст.973 | ГК РФ ст.1011 | ГК РФ ст.184
"Я хочу нанять юриста, чтобы он от моего имени подал документы и совершал нужные юридические действия",договор поручения,договор поручения,1,72.4,9,1,0.3333,0.1111,1,0.4,0.1111,1,0.2,0.1111,1,0.1,0.1111,1,ГК РФ ст.971-979 | ГК РФ ст.182-189 | ГК РФ ст.189.1 | ФЗ О ЗАЩИТЕ ПРАВ ПОТРЕБИТЕЛЕЙ ст.1 | ФЗ О ЗАЩИТЕ ПРАВ ПОТРЕБИТЕЛЕЙ ст.4 | ФЗ О ЗАЩИТЕ ПРАВ ПОТРЕБИТЕЛЕЙ ст.7 | ФЗ О ЗАЩИТЕ ПРАВ ПОТРЕБИТЕЛЕЙ ст.8-12 | ФЗ О ЗАЩИТЕ ПРАВ ПОТРЕБИТЕЛЕЙ ст.16-17 | ФЗ О ЗАЩИТЕ ПРАВ ПОТРЕБИТЕЛЕЙ ст.27-39,ГК РФ ст.971 | ГК РФ ст.553 | ГК РФ ст.1005 | ГК РФ ст.815 | ГК РФ ст.979 | ГК РФ ст.1012 | ГК РФ ст.990 | ГК РФ ст.816 | ГК РФ ст.783.1 | ГК РФ ст.980 | ГК РФ ст.625 | ГК РФ ст.970
"Я хочу нанять посредника, чтобы он искал клиентов и заключал сделки от моего имени за вознаграждение",агентский договор,агентский договор,1,143.0,2,2,0.3333,0.5,1,0.4,0.5,1,0.3,0.5,1,0.2,1.0,1,ГК РФ ст.1005-1011 | ГК РФ ст.971-979,ГК РФ ст.553 | ГК РФ ст.1005 | ГК РФ ст.815 | ГК РФ ст.816 | ГК РФ ст.1007 | ГК РФ ст.1009 | ФЗ О ЗАЩИТЕ ПРАВ ПОТРЕБИТЕЛЕЙ ст.26 | ФЗ О ЗАЩИТЕ ПРАВ ПОТРЕБИТЕЛЕЙ ст.38 | ГК РФ ст.833 | ГК РФ ст.1027 | ГК РФ ст.1032 | ГК РФ ст.926.2 | ГК РФ ст.187 | ГК РФ ст.976 | ГК РФ ст.1851
"Я хочу, чтобы посредник сам заключал сделки с клиентами, но делал это за мой счёт и получал вознаграждение",агентский договор,агентский договор,1,140.7,2,2,1.0,1.0,1,0.8,1.0,1,0.5,1.0,1,0.25,1.0,1,ГК РФ ст.1005-1011 | ГК РФ ст.990-1004,ГК РФ ст.1005 | ГК РФ ст.1009 | ГК РФ ст.990 | ГК РФ ст.553 | ГК РФ ст.1007 | ГК РФ ст.815 | ГК РФ ст.1011 | ГК РФ ст.926.2 | ГК РФ ст.1012 | ГК РФ ст.816 | ГК РФ ст.971 | ГК РФ ст.824 | ГК РФ ст.187 | ГК РФ ст.976 | ГК РФ ст.1851
