initial_request,contract_type,classified_deal_type,classification_correct,retrieve_norms_latency_ms,total_gold,matched_total,precision@3,recall@3,hit@3,precision@5,recall@5,hit@5,precision@10,recall@10,hit@10,precision@20,recall@20,hit@20,required_sources,actual_sources
"Я хочу передать имущество другому человеку, а он будет постоянно платить мне деньги без срока окончания",договор постоянной ренты,договор постоянной ренты,1,3050.0,2,2,0.3333,0.5,1,0.6,0.5,1,0.4,0.5,1,0.4,1.0,1,ГК РФ ст.583-588 | ГК РФ ст.589-595,ГК РФ ст.583 | ГК РФ ст.601 | ГК РФ ст.596 | ГК РФ ст.587 | ГК РФ ст.587 | ГК РФ ст.585 | ГК РФ ст.598 | ГК РФ ст.605 | ГК РФ ст.603 | ГК РФ ст.599 | ГК РФ ст.604 | ГК РФ ст.595 | ГК РФ ст.597 | ГК РФ ст.593 | ГК РФ ст.594 | ГК РФ ст.592 | ГК РФ ст.424 | ГК РФ ст.329
"Я хочу передать недвижимость другому лицу, а взамен получать от него постоянные выплаты",договор постоянной ренты,договор постоянной ренты,1,3096.2,10,2,0.3333,0.1,1,0.4,0.1,1,0.6,0.2,1,0.45,0.2,1,ГК РФ ст.583-588 | ГК РФ ст.589-595 | ГК РФ ст.8.1 | ГК РФ ст.130 | ГК РФ ст.131 | ГК РФ ст.223 | ФЗ О ГОСУДАРСТВЕННОЙ РЕГИСТРАЦИИ НЕДВИЖИМОСТИ ст.1 | ФЗ О ГОСУДАРСТВЕННОЙ РЕГИСТРАЦИИ НЕДВИЖИМОСТИ ст.14 | ФЗ О ГОСУДАРСТВЕННОЙ РЕГИСТРАЦИИ НЕДВИЖИМОСТИ ст.18 | ФЗ О ГОСУДАРСТВЕННОЙ РЕГИСТРАЦИИ НЕДВИЖИМОСТИ ст.21,ГК РФ ст.583 | ГК РФ ст.601 | ГК РФ ст.604 | ГК РФ ст.605 | ГК РФ ст.587 | ГК РФ ст.593 | ГК РФ ст.587 | ГК РФ ст.593 | ГК РФ ст.585 | ГК РФ ст.603 | ГК РФ ст.602 | ГК РФ ст.596 | ГК РФ ст.594 | ГК РФ ст.594 | ГК РФ ст.600 | ГК РФ ст.592 | ГК РФ ст.424 | ГК РФ ст.329
"Я хочу передать имущество человеку, а он будет платить мне деньги всю мою жизнь",договор пожизненной ренты,договор пожизненной ренты,1,3007.8,2,2,0.6667,1.0,1,0.8,1.0,1,0.8,1.0,1,0.4,1.0,1,ГК РФ ст.583-588 | ГК РФ ст.596-600,ГК РФ ст.583 | ГК РФ ст.601 | ГК РФ ст.596 | ГК РФ ст.587 | ГК РФ ст.587 | ГК РФ ст.585 | ГК РФ ст.599 | ГК РФ ст.605 | ГК РФ ст.598 | ГК РФ ст.597 | ГК РФ ст.603 | ГК РФ ст.604 | ГК РФ ст.595 | ГК РФ ст.593 | ГК РФ ст.594 | ГК РФ ст.592 | ГК РФ ст.329 | ГК РФ ст.424
"Я хочу передать квартиру другому человеку, а он будет выплачивать мне деньги до конца моей жизни",договор пожизненной ренты,договор пожизненной ренты,1,3504.5,10,2,0.6667,0.2,1,0.4,0.2,1,0.7,0.2,1,0.4,0.2,1,ГК РФ ст.583-588 | ГК РФ ст.596-600 | ГК РФ ст.8.1 | ГК РФ ст.130 | ГК РФ ст.131 | ГК РФ ст.223 | ФЗ О ГОСУДАРСТВЕННОЙ РЕГИСТРАЦИИ НЕДВИЖИМОСТИ ст.1 | ФЗ О ГОСУДАРСТВЕННОЙ РЕГИСТРАЦИИ НЕДВИЖИМОСТИ ст.14 | ФЗ О ГОСУДАРСТВЕННОЙ РЕГИСТРАЦИИ НЕДВИЖИМОСТИ ст.18 | ФЗ О ГОСУДАРСТВЕННОЙ РЕГИСТРАЦИИ НЕДВИЖИМОСТИ ст.21,ГК РФ ст.601 | ГК РФ ст.583 | ГК РФ ст.596 | ГК РФ ст.604 | ГК РФ ст.605 | ГК РФ ст.585 | ГК РФ ст.587 | ГК РФ ст.587 | ГК РФ ст.599 | ГК РФ ст.598 | ГК РФ ст.603 | ГК РФ ст.600 | ГК РФ ст.602 | ГК РФ ст.593 | ГК РФ ст.594 | ГК РФ ст.592 | ГК РФ ст.424 | ГК РФ ст.329
"Я хочу передать квартиру человеку, чтобы он до конца моей жизни содержал меня и помогал с уходом",договор пожизненного содержания с иждивением,договор пожизненного содержания с иждивением,1,4439.6,10,3,1.0,0.1,1,1.0,0.1,1,0.6,0.2,1,0.4,0.3,1,ГК РФ ст.583-588 | ГК РФ ст.601-605 | ГК РФ ст.8.1 | ГК РФ ст.130 | ГК РФ ст.131 | ГК РФ ст.223 | ФЗ О ГОСУДАРСТВЕННОЙ РЕГИСТРАЦИИ НЕДВИЖИМОСТИ ст.1 | ФЗ О ГОСУДАРСТВЕННОЙ РЕГИСТРАЦИИ НЕДВИЖИМОСТИ ст.14 | ФЗ О ГОСУДАРСТВЕННОЙ РЕГИСТРАЦИИ НЕДВИЖИМОСТИ ст.18 | ФЗ О ГОСУДАРСТВЕННОЙ РЕГИСТРАЦИИ НЕДВИЖИМОСТИ ст.21,ГК РФ ст.601 | ГК РФ ст.602 | ГК РФ ст.605 | ГК РФ ст.603 | ГК РФ ст.604 | ГК РФ ст.583 | ГК РФ ст.600 | ГК РФ ст.676 | ГК РФ ст.553 | ГК РФ ст.815 | ГК РФ ст.549 | ГК РФ ст.816 | ГК РФ ст.587 | ГК РФ ст.460 | ГК РФ ст.559 | ГК РФ ст.434 | ГК РФ ст.566 | ГК РФ ст.130 | ГК РФ ст.561 | ГК РФ ст.560
Я хочу сдать свою квартиру человеку для проживания за ежемесячную плату,договор найма жилого помещения,договор найма жилого помещения,1,4572.4,4,1,1.0,0.25,1,1.0,0.25,1,1.0,0.25,1,1.0,0.25,1,ГК РФ ст.671-688 | ГК РФ ст.292 | ЖК РФ ст.15-17 | ЖК РФ ст.30-31,ГК РФ ст.687 | ГК РФ ст.687 | ГК РФ ст.671 | ГК РФ ст.685 | ГК РФ ст.688 | ГК РФ ст.685 | ГК РФ ст.678 | ГК РФ ст.678 | ГК РФ ст.674 | ГК РФ ст.676 | ГК РФ ст.674 | ГК РФ ст.673 | ГК РФ ст.682 | ГК РФ ст.672 | ГК РФ ст.683 | ГК РФ ст.684 | ГК РФ ст.684 | ГК РФ ст.675 | ГК РФ ст.677 | ГК РФ ст.686
"Я сдаю квартиру человеку на два года, нужно оформить договор и зарегистрировать ограничение",договор найма жилого помещения,договор найма жилого помещения,1,3670.6,9,1,1.0,0.1111,1,1.0,0.1111,1,1.0,0.1111,1,1.0,0.1111,1,ГК РФ ст.671-688 | ГК РФ ст.292 | ЖК РФ ст.15-17 | ЖК РФ ст.30-31 | ФЗ О ГОСУДАРСТВЕННОЙ РЕГИСТРАЦИИ НЕДВИЖИМОСТИ ст.1 | ФЗ О ГОСУДАРСТВЕННОЙ РЕГИСТРАЦИИ НЕДВИЖИМОСТИ ст.14 | ФЗ О ГОСУДАРСТВЕННОЙ РЕГИСТРАЦИИ НЕДВИЖИМОСТИ ст.18 | ФЗ О ГОСУДАРСТВЕННОЙ РЕГИСТРАЦИИ НЕДВИЖИМОСТИ ст.21 | ФЗ О ГОСУДАРСТВЕННОЙ РЕГИСТРАЦИИ НЕДВИЖИМОСТИ ст.51,ГК РФ ст.674 | ГК РФ ст.674 | ГК РФ ст.683 | ГК РФ ст.671 | ГК РФ ст.684 | ГК РФ ст.684 | ГК РФ ст.685 | ГК РФ ст.685 | ГК РФ ст.672 | ГК РФ ст.673 | ГК РФ ст.676 | ГК РФ ст.687 | ГК РФ ст.687 | ГК РФ ст.678 | ГК РФ ст.678 | ГК РФ ст.675 | ГК РФ ст.675 | ГК РФ ст.686 | ГК РФ ст.686 | ГК РФ ст.677
Я сам снимаю квартиру и хочу с согласия собственника пересдать комнату другому человеку,договор поднайма жилого помещения,договор поднайма жилого помещения,1,3537.6,3,1,1.0,0.3333,1,1.0,0.3333,1,0.9,0.3333,1,0.9,0.3333,1,ГК РФ ст.671-688 | ЖК РФ ст.15-17 | ЖК РФ ст.30-31,ГК РФ ст.685 | ГК РФ ст.685 | ГК РФ ст.671 | ГК РФ ст.678 | ГК РФ ст.674 | ГК РФ ст.675 | ГК РФ ст.676 | ГК РФ ст.673 | ГК РФ ст.615 | ГК РФ ст.686 | ГК РФ ст.684 | ГК РФ ст.684 | ГК РФ ст.686 | ГК РФ ст.680 | ГК РФ ст.683 | ГК РФ ст.687 | ГК РФ ст.680 | ГК РФ ст.677 | ГК РФ ст.679 | ГК РФ ст.2876
"Я снимаю жильё и хочу пересдать его другому человеку на длительный срок, чтобы всё правильно оформить",договор поднайма жилого помещения,договор поднайма жилого помещения,1,3557.3,4,1,1.0,0.25,1,1.0,0.25,1,1.0,0.25,1,0.95,0.25,1,ГК РФ ст.671-688 | ЖК РФ ст.15-17 | ЖК РФ ст.30-31 | ФЗ О ГОСУДАРСТВЕННОЙ РЕГИСТРАЦИИ НЕДВИЖИМОСТИ ст.51,ГК РФ ст.685 | ГК РФ ст.684 | ГК РФ ст.684 | ГК РФ ст.685 | ГК РФ ст.683 | ГК РФ ст.676 | ГК РФ ст.671 | ГК РФ ст.674 | ГК РФ ст.678 | ГК РФ ст.687 | ГК РФ ст.687 | ГК РФ ст.686 | ГК РФ ст.686 | ГК РФ ст.673 | ГК РФ ст.688 | ГК РФ ст.675 | ГК РФ ст.677 | ГК РФ ст.680 | ГК РФ ст.679 | ГК РФ ст.2876
"Я хочу бесплатно дать знакомому оборудование попользоваться на время, а потом он должен вернуть его обратно",договор безвозмездного пользования (ссуды),договор безвозмездного пользования (ссуды),1,4229.7,1,1,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1,0.5,1.0,1,ГК РФ ст.689-701,ГК РФ ст.689 | ГК РФ ст.691 | ГК РФ ст.695 | ГК РФ ст.694 | ГК РФ ст.692 | ГК РФ ст.693 | ГК РФ ст.700 | ГК РФ ст.690 | ГК РФ ст.698 | ГК РФ ст.701 | ГК РФ ст.900 | ГК РФ ст.822 | ГК РФ ст.615 | ГК РФ ст.314 | ГК РФ ст.624 | ГК РФ ст.607 | ГК РФ ст.424 | ГК РФ ст.609 | ГК РФ ст.890 | ГК РФ ст.610
Я хочу бесплатно передать компании нежилое помещение во временное пользование,договор безвозмездного пользования (ссуды),договор безвозмездного пользования (ссуды),1,4234.7,9,1,1.0,0.1111,1,1.0,0.1111,1,0.8,0.1111,1,0.5,0.1111,1,ГК РФ ст.689-701 | ГК РФ ст.8.1 | ГК РФ ст.130 | ГК РФ ст.131 | ФЗ О ГОСУДАРСТВЕННОЙ РЕГИСТРАЦИИ НЕДВИЖИМОСТИ ст.1 | ФЗ О ГОСУДАРСТВЕННОЙ РЕГИСТРАЦИИ НЕДВИЖИМОСТИ ст.14 | ФЗ О ГОСУДАРСТВЕННОЙ РЕГИСТРАЦИИ НЕДВИЖИМОСТИ ст.18 | ФЗ О ГОСУДАРСТВЕННОЙ РЕГИСТРАЦИИ НЕДВИЖИМОСТИ ст.21 | ФЗ О ГОСУДАРСТВЕННОЙ РЕГИСТРАЦИИ НЕДВИЖИМОСТИ ст.51,ГК РФ ст.691 | ГК РФ ст.689 | ГК РФ ст.700 | ГК РФ ст.690 | ГК РФ ст.692 | ГК РФ ст.694 | ГК РФ ст.701 | ГК РФ ст.615 | ГК РФ ст.615 | ГК РФ ст.695 | ГК РФ ст.693 | ГК РФ ст.698 | ГК РФ ст.688 | ГК РФ ст.609 | ГК РФ ст.610 | ГК РФ ст.607 | ГК РФ ст.624 | ГК РФ ст.621 | ГК РФ ст.623
"Я хочу пустить человека жить в квартире бесплатно, но чтобы потом он освободил квартиру и вернул её",договор безвозмездного пользования (ссуды),договор безвозмездного пользования (ссуды),1,3319.1,11,1,1.0,0.0909,1,1.0,0.0909,1,0.8,0.0909,1,0.5,0.0909,1,ГК РФ ст.689-701 | ГК РФ ст.8.1 | ГК РФ ст.130 | ГК РФ ст.131 | ФЗ О ГОСУДАРСТВЕННОЙ РЕГИСТРАЦИИ НЕДВИЖИМОСТИ ст.1 | ФЗ О ГОСУДАРСТВЕННОЙ РЕГИСТРАЦИИ НЕДВИЖИМОСТИ ст.14 | ФЗ О ГОСУДАРСТВЕННОЙ РЕГИСТРАЦИИ НЕДВИЖИМОСТИ ст.18 | ФЗ О ГОСУДАРСТВЕННОЙ РЕГИСТРАЦИИ НЕДВИЖИМОСТИ ст.21 | ФЗ О ГОСУДАРСТВЕННОЙ РЕГИСТРАЦИИ НЕДВИЖИМОСТИ ст.51 | ЖК РФ ст.15-17 | ЖК РФ ст.30-31,ГК РФ ст.689 | ГК РФ ст.691 | ГК РФ ст.692 | ГК РФ ст.694 | ГК РФ ст.690 | ГК РФ ст.699 | ГК РФ ст.695 | ГК РФ ст.700 | ГК РФ ст.615 | ГК РФ ст.615 | ГК РФ ст.701 | ГК РФ ст.622 | ГК РФ ст.693 | ГК РФ ст.624 | ГК РФ ст.607 | ГК РФ ст.609 | ГК РФ ст.610 | ГК РФ ст.623 | ГК РФ ст.621
"Я хочу заказать у подрядчика изготовление вещи по моему заданию, чтобы он сделал результат и передал мне",договор подряда,договор подряда,1,3774.7,1,1,0.6667,1.0,1,0.8,1.0,1,0.6,1.0,1,0.3,1.0,1,ГК РФ ст.702-729,ГК РФ ст.703 | ГК РФ ст.702 | ГК РФ ст.758 | ГК РФ ст.720 | ГК РФ ст.721 | ГК РФ ст.723 | ГК РФ ст.740 | ГК РФ ст.713 | ГК РФ ст.753 | ГК РФ ст.773 | ГК РФ ст.760 | ГК РФ ст.759 | ГК РФ ст.397 | ГК РФ ст.475 | ГК РФ ст.327
"Я хочу нанять мастера, чтобы он сделал ремонт в моей квартире для личных нужд",договор бытового подряда,договор бытового подряда,1,5284.7,8,3,0.6667,0.25,1,0.6,0.25,1,0.7,0.375,1,0.35,0.375,1,ГК РФ ст.702-729 | ГК РФ ст.730-739 | ФЗ О ЗАЩИТЕ ПРАВ ПОТРЕБИТЕЛЕЙ ст.1 | ФЗ О ЗАЩИТЕ ПРАВ ПОТРЕБИТЕЛЕЙ ст.4 | ФЗ О ЗАЩИТЕ ПРАВ ПОТРЕБИТЕЛЕЙ ст.7 | ФЗ О ЗАЩИТЕ ПРАВ ПОТРЕБИТЕЛЕЙ ст.8-12 | ФЗ О ЗАЩИТЕ ПРАВ ПОТРЕБИТЕЛЕЙ ст.16-17 | ФЗ О ЗАЩИТЕ ПРАВ ПОТРЕБИТЕЛЕЙ ст.27-39,ГК РФ ст.730 | ГК РФ ст.740 | ГК РФ ст.702 | ГК РФ ст.681 | ГК РФ ст.739 | ГК РФ ст.731 | ГК РФ ст.735 | ФЗ О ЗАЩИТЕ ПРАВ ПОТРЕБИТЕЛЕЙ ст.26 | ГК РФ ст.703 | ФЗ О ЗАЩИТЕ ПРАВ ПОТРЕБИТЕЛЕЙ ст.38 | ГК РФ ст.553 | ГК РФ ст.685 | ГК РФ ст.445 | ГК РФ ст.505 | ГК РФ ст.426 | ГК РФ ст.503 | ГК РФ ст.475 | ГК РФ ст.786 | ГК РФ ст.504
Моя компания нанимает строительную фирму построить объект по проекту,договор строительного подряда,договор строительного подряда,1,3138.3,2,2,1.0,0.5,1,1.0,1.0,1,1.0,1.0,1,0.65,1.0,1,ГК РФ ст.702-729 | ГК РФ ст.740-757,ГК РФ ст.740 | ГК РФ ст.745 | ГК РФ ст.750 | ГК РФ ст.702 | ГК РФ ст.757 | ГК РФ ст.755 | ГК РФ ст.747 | ГК РФ ст.742 | ГК РФ ст.743 | ГК РФ ст.741 | ГК РФ ст.748 | ГК РФ ст.762 | ГК РФ ст.754 | ГК РФ ст.716
"Я заказываю строительство объекта, а после завершения нужно будет оформить его как недвижимость",договор строительного подряда,договор строительного подряда,1,4867.5,6,2,1.0,0.3333,1,0.8,0.3333,1,0.6,0.3333,1,0.35,0.3333,1,ГК РФ ст.702-729 | ГК РФ ст.740-757 | ФЗ О ГОСУДАРСТВЕННОЙ РЕГИСТРАЦИИ НЕДВИЖИМОСТИ ст.1 | ФЗ О ГОСУДАРСТВЕННОЙ РЕГИСТРАЦИИ НЕДВИЖИМОСТИ ст.14 | ФЗ О ГОСУДАРСТВЕННОЙ РЕГИСТРАЦИИ НЕДВИЖИМОСТИ ст.18 | ФЗ О ГОСУДАРСТВЕННОЙ РЕГИСТРАЦИИ НЕДВИЖИМОСТИ ст.21,ГК РФ ст.740 | ГК РФ ст.740 | ГК РФ ст.702 | ГК РФ ст.130 | ГК РФ ст.747 | ГК РФ ст.768 | ГК РФ ст.551 | ГК РФ ст.549 | ГК РФ ст.743 | ГК РФ ст.753 | ГК РФ ст.758 | ГК РФ ст.758 | ГК РФ ст.703 | ГК РФ ст.553 | ГК РФ ст.763 | ГК РФ ст.560 | ГК РФ ст.564 | ГК РФ ст.434 | ГК РФ ст.566 | ГК РФ ст.559
"Мне нужно нанять консультанта, который будет давать советы и рекомендации за плату",договор возмездного оказания услуг,договор возмездного оказания услуг,1,6348.7,2,2,1.0,0.5,1,1.0,0.5,1,0.6,0.5,1,0.35,1.0,1,ГК РФ ст.779-783 | ГК РФ ст.702-729,ГК РФ ст.779 | ГК РФ ст.779 | ГК РФ ст.783 | ГК РФ ст.781 | ГК РФ ст.780 | ГК РФ ст.782 | ГК РФ ст.778 | ФЗ О ЗАЩИТЕ ПРАВ ПОТРЕБИТЕЛЕЙ ст.37 | ФЗ О ЗАЩИТЕ ПРАВ ПОТРЕБИТЕЛЕЙ ст.26 | ГК РФ ст.553 | ГК РФ ст.815 | ФЗ О ЗАЩИТЕ ПРАВ ПОТРЕБИТЕЛЕЙ ст.12 | ГК РФ ст.816 | ФЗ О ЗАЩИТЕ ПРАВ ПОТРЕБИТЕЛЕЙ ст.38 | ГК РФ ст.702 | ФЗ О ЗАЩИТЕ ПРАВ ПОТРЕБИТЕЛЕЙ ст.29 | ГК РФ ст.765 | ГК РФ ст.758 | ГК РФ ст.730 | ФЗ О ЗАЩИТЕ ПРАВ ПОТРЕБИТЕЛЕЙ ст.18
"Я хочу заказать у исполнителя платную информационную услугу, чтобы он предоставлял мне нужные данные и материалы",договор возмездного оказания услуг,договор возмездного оказания услуг,1,6490.0,3,3,0.6667,0.3333,1,0.4,0.3333,1,0.4,1.0,1,0.2,1.0,1,ГК РФ ст.779-783 | ГК РФ ст.783.1 | ГК РФ ст.702-729,ГК РФ ст.779 | ГК РФ ст.780 | ФЗ О ЗАЩИТЕ ПРАВ ПОТРЕБИТЕЛЕЙ ст.12 | ФЗ О ЗАЩИТЕ ПРАВ ПОТРЕБИТЕЛЕЙ ст.12 | ФЗ О ЗАЩИТЕ ПРАВ ПОТРЕБИТЕЛЕЙ ст.12 | ГК РФ ст.778 | ГК РФ ст.783.1 | ФЗ О ЗАЩИТЕ ПРАВ ПОТРЕБИТЕЛЕЙ ст.9 | ГК РФ ст.553 | ГК РФ ст.727 | ГК РФ ст.815 | ГК РФ ст.816 | ГК РФ ст.765 | ФЗ О ЗАЩИТЕ ПРАВ ПОТРЕБИТЕЛЕЙ ст.29 | ФЗ О ЗАЩИТЕ ПРАВ ПОТРЕБИТЕЛЕЙ ст.18 | ГК РФ ст.758 | ГК РФ ст.528 | ГК РФ ст.767 | ГК РФ ст.768 | ФЗ О ЗАЩИТЕ ПРАВ ПОТРЕБИТЕЛЕЙ ст.14
"Я как физическое лицо хочу заказать у компании платную услугу для себя, без изготовления какой-то вещи",договор возмездного оказания услуг,договор возмездного оказания услуг,1,6955.7,9,4,1.0,0.2222,1,0.8,0.2222,1,0.5,0.3333,1,0.45,0.4444,1,ГК РФ ст.779-783 | ГК РФ ст.702-729 | ГК РФ ст.730-739 | ФЗ О ЗАЩИТЕ ПРАВ ПОТРЕБИТЕЛЕЙ ст.1 | ФЗ О ЗАЩИТЕ ПРАВ ПОТРЕБИТЕЛЕЙ ст.4 | ФЗ О ЗАЩИТЕ ПРАВ ПОТРЕБИТЕЛЕЙ ст.7 | ФЗ О ЗАЩИТЕ ПРАВ ПОТРЕБИТЕЛЕЙ ст.8-12 | ФЗ О ЗАЩИТЕ ПРАВ ПОТРЕБИТЕЛЕЙ ст.16-17 | ФЗ О ЗАЩИТЕ ПРАВ ПОТРЕБИТЕЛЕЙ ст.27-39,ГК РФ ст.779 | ГК РФ ст.780 | ФЗ О ЗАЩИТЕ ПРАВ ПОТРЕБИТЕЛЕЙ ст.12 | ГК РФ ст.778 | ФЗ О ЗАЩИТЕ ПРАВ ПОТРЕБИТЕЛЕЙ ст.12 | ГК РФ ст.553 | ГК РФ ст.815 | ФЗ О ЗАЩИТЕ ПРАВ ПОТРЕБИТЕЛЕЙ ст.26 | ГК РФ ст.816 | ФЗ О ЗАЩИТЕ ПРАВ ПОТРЕБИТЕЛЕЙ ст.38 | ФЗ О ЗАЩИТЕ ПРАВ ПОТРЕБИТЕЛЕЙ ст.12 | ФЗ О ЗАЩИТЕ ПРАВ ПОТРЕБИТЕЛЕЙ ст.33 | ФЗ О ЗАЩИТЕ ПРАВ ПОТРЕБИТЕЛЕЙ ст.29 | ГК РФ ст.758 | ФЗ О ЗАЩИТЕ ПРАВ ПОТРЕБИТЕЛЕЙ ст.14 | ГК РФ ст.740 | ФЗ О ЗАЩИТЕ ПРАВ ПОТРЕБИТЕЛЕЙ ст.18 | ГК РФ ст.765 | ГК РФ ст.768 | ГК РФ ст.738
"Я хочу передать имущество управляющему, чтобы он распоряжался им в моих интересах за вознаграждение",договор доверительного управления имуществом,договор доверительного управления имуществом,1,3491.0,1,1,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1,0.7,1.0,1,ГК РФ ст.1012-1026,ГК РФ ст.1012 | ГК РФ ст.1016 | ГК РФ ст.1022 | ГК РФ ст.1020 | ГК РФ ст.1021 | ГК РФ ст.1022 | ГК РФ ст.1023 | ГК РФ ст.1026 | ГК РФ ст.1014 | ГК РФ ст.1026 | ГК РФ ст.38 | ГК РФ ст.1015 | ГК РФ ст.1017 | ГК РФ ст.1024 | ГК РФ ст.1018 | ГК РФ ст.37 | ГК РФ ст.305 | ГК РФ ст.304 | ГК РФ ст.124 | ГК РФ ст.302
"Я хочу передать недвижимость управляющей компании, чтобы она управляла ею и сдавала её в мою пользу",договор доверительного управления имуществом,договор доверительного управления имуществом,1,3271.2,9,1,1.0,0.1111,1,1.0,0.1111,1,0.9,0.1111,1,0.65,0.1111,1,ГК РФ ст.1012-1026 | ГК РФ ст.8.1 | ГК РФ ст.130 | ГК РФ ст.131 | ФЗ О ГОСУДАРСТВЕННОЙ РЕГИСТРАЦИИ НЕДВИЖИМОСТИ ст.1 | ФЗ О ГОСУДАРСТВЕННОЙ РЕГИСТРАЦИИ НЕДВИЖИМОСТИ ст.14 | ФЗ О ГОСУДАРСТВЕННОЙ РЕГИСТРАЦИИ НЕДВИЖИМОСТИ ст.18 | ФЗ О ГОСУДАРСТВЕННОЙ РЕГИСТРАЦИИ НЕДВИЖИМОСТИ ст.21 | ФЗ О ГОСУДАРСТВЕННОЙ РЕГИСТРАЦИИ НЕДВИЖИМОСТИ ст.54,ГК РФ ст.1012 | ГК РФ ст.1021 | ГК РФ ст.1020 | ГК РФ ст.1022 | ГК РФ ст.1016 | ГК РФ ст.1022 | ГК РФ ст.1026 | ГК РФ ст.1026 | ГК РФ ст.1014 | ГК РФ ст.38 | ГК РФ ст.1017 | ГК РФ ст.1015 | ГК РФ ст.1013 | ГК РФ ст.1018 | ГК РФ ст.608 | ГК РФ ст.37 | ГК РФ ст.305 | ГК РФ ст.124 | ГК РФ ст.304 | ГК РФ ст.301
Я хочу поручить представителю заключить сделку от моего имени,договор поручения,договор поручения,1,3987.9,3,2,1.0,0.6667,1,0.8,0.6667,1,0.8,0.6667,1,0.65,0.6667,1,ГК РФ ст.971-979 | ГК РФ ст.182-189 | ГК РФ ст.189.1,ГК РФ ст.971 | ГК РФ ст.182 | ГК РФ ст.976 | ГК РФ ст.976 | ГК РФ ст.990 | ГК РФ ст.973 | ГК РФ ст.992 | ГК РФ ст.974 | ГК РФ ст.975 | ГК РФ ст.972 | ГК РФ ст.972 | ГК РФ ст.1011 | ГК РФ ст.977 | ГК РФ ст.1005 | ГК РФ ст.979 | ГК РФ ст.184 | ГК РФ ст.187 | ГК РФ ст.1851 | ГК РФ ст.359 | ГК РФ ст.424
"Я хочу нанять юриста, чтобы он от моего имени подал документы и совершал нужные юридические действия",договор поручения,договор поручения,1,3901.9,9,2,1.0,0.1111,1,1.0,0.2222,1,0.9,0.2222,1,0.65,0.2222,1,ГК РФ ст.971-979 | ГК РФ ст.182-189 | ГК РФ ст.189.1 | ФЗ О ЗАЩИТЕ ПРАВ ПОТРЕБИТЕЛЕЙ ст.1 | ФЗ О ЗАЩИТЕ ПРАВ ПОТРЕБИТЕЛЕЙ ст.4 | ФЗ О ЗАЩИТЕ ПРАВ ПОТРЕБИТЕЛЕЙ ст.7 | ФЗ О ЗАЩИТЕ ПРАВ ПОТРЕБИТЕЛЕЙ ст.8-12 | ФЗ О ЗАЩИТЕ ПРАВ ПОТРЕБИТЕЛЕЙ ст.16-17 | ФЗ О ЗАЩИТЕ ПРАВ ПОТРЕБИТЕЛЕЙ ст.27-39,ГК РФ ст.971 | ГК РФ ст.975 | ГК РФ ст.976 | ГК РФ ст.182 | ГК РФ ст.976 | ГК РФ ст.974 | ГК РФ ст.973 | ГК РФ ст.972 | ГК РФ ст.972 | ГК РФ ст.1011 | ГК РФ ст.992 | ГК РФ ст.977 | ГК РФ ст.990 | ГК РФ ст.979 | ГК РФ ст.980 | ГК РФ ст.187 | ГК РФ ст.184 | ГК РФ ст.1851 | ГК РФ ст.424 | ГК РФ ст.359
"Я хочу нанять посредника, чтобы он искал клиентов и заключал сделки от моего имени за вознаграждение",агентский договор,агентский договор,1,4298.9,2,2,1.0,0.5,1,1.0,0.5,1,0.6,0.5,1,0.35,1.0,1,ГК РФ ст.1005-1011 | ГК РФ ст.971-979,ГК РФ ст.1005 | ГК РФ ст.1006 | ГК РФ ст.1007 | ГК РФ ст.1009 | ГК РФ ст.1011 | ГК РФ ст.1008 | ГК РФ ст.926.2 | ГК РФ ст.990 | ГК РФ ст.991 | ГК РФ ст.985 | ГК РФ ст.553 | ГК РФ ст.815 | ГК РФ ст.1851 | ГК РФ ст.976 | ГК РФ ст.424 | ГК РФ ст.187
"Я хочу, чтобы посредник сам заключал сделки с клиентами, но делал это за мой счёт и получал вознаграждение",агентский договор,агентский договор,1,4637.0,2,2,1.0,0.5,1,1.0,0.5,1,0.8,1.0,1,0.4,1.0,1,ГК РФ ст.1005-1011 | ГК РФ ст.990-1004,ГК РФ ст.1005 | ГК РФ ст.1006 | ГК РФ ст.1007 | ГК РФ ст.1011 | ГК РФ ст.1009 | ГК РФ ст.926.2 | ГК РФ ст.990 | ГК РФ ст.1008 | ГК РФ ст.991 | ГК РФ ст.985 | ГК РФ ст.972 | ГК РФ ст.553 | ГК РФ ст.184 | ГК РФ ст.976 | ГК РФ ст.1851 | ГК РФ ст.359 | ГК РФ ст.424 | ГК РФ ст.187
"Я хочу отдать товар посреднику, чтобы он продал его от своего имени, а деньги потом передал мне",договор комиссии,договор комиссии,1,4539.3,1,1,1.0,1.0,1,0.8,1.0,1,0.9,1.0,1,0.5,1.0,1,ГК РФ ст.990-1004,ГК РФ ст.990 | ГК РФ ст.1004 | ГК РФ ст.992 | ГК РФ ст.996 | ГК РФ ст.454 | ГК РФ ст.1003 | ГК РФ ст.993 | ГК РФ ст.1000 | ГК РФ ст.994 | ГК РФ ст.991 | ГК РФ ст.1002 | ГК РФ ст.456 | ГК РФ ст.360 | ГК РФ ст.359 | ГК РФ ст.389 | ГК РФ ст.424 | ГК РФ ст.382 | ГК РФ ст.386 | ГК РФ ст.388
