initial_request,contract_type,classified_deal_type,classification_correct,retrieve_norms_latency_ms,total_gold,matched_total,precision@3,recall@3,hit@3,precision@5,recall@5,hit@5,precision@10,recall@10,hit@10,precision@20,recall@20,hit@20,required_sources,actual_sources
"Я хочу передать недвижимость другому лицу, а взамен получать от него постоянные выплаты",договор постоянной ренты,договор постоянной ренты,1,6587.1,10,2,0.6667,0.1,1,0.8,0.2,1,0.8,0.2,1,0.45,0.2,1,ГК РФ ст.583-588 | ГК РФ ст.589-595 | ГК РФ ст.8.1 | ГК РФ ст.130 | ГК РФ ст.131 | ГК РФ ст.223 | ФЗ О ГОСУДАРСТВЕННОЙ РЕГИСТРАЦИИ НЕДВИЖИМОСТИ ст.1 | ФЗ О ГОСУДАРСТВЕННОЙ РЕГИСТРАЦИИ НЕДВИЖИМОСТИ ст.14 | ФЗ О ГОСУДАРСТВЕННОЙ РЕГИСТРАЦИИ НЕДВИЖИМОСТИ ст.18 | ФЗ О ГОСУДАРСТВЕННОЙ РЕГИСТРАЦИИ НЕДВИЖИМОСТИ ст.21,ГК РФ ст.601 | ГК РФ ст.583 | ГК РФ ст.587 | ГК РФ ст.585 | ГК РФ ст.593 | ГК РФ ст.587 | ГК РФ ст.599 | ГК РФ ст.586 | ГК РФ ст.584 | ГК РФ ст.594 | ГК РФ ст.592 | ГК РФ ст.424 | ГК РФ ст.329 | ГК РФ ст.399
"Я хочу передать имущество человеку, а он будет платить мне деньги всю мою жизнь",договор пожизненной ренты,договор пожизненной ренты,1,29511.1,2,2,0.6667,1.0,1,0.8,1.0,1,0.7,1.0,1,0.45,1.0,1,ГК РФ ст.583-588 | ГК РФ ст.596-600,ГК РФ ст.583 | ГК РФ ст.601 | ГК РФ ст.596 | ГК РФ ст.587 | ГК РФ ст.587 | ГК РФ ст.585 | ГК РФ ст.599 | ГК РФ ст.605 | ГК РФ ст.604 | ГК РФ ст.600 | ГК РФ ст.597 | ГК РФ ст.598 | ГК РФ ст.594 | ГК РФ ст.592 | ГК РФ ст.329 | ГК РФ ст.424
"Я хочу передать квартиру другому человеку, а он будет выплачивать мне деньги до конца моей жизни",договор пожизненной ренты,договор пожизненной ренты,1,7882.0,10,2,0.6667,0.2,1,0.4,0.2,1,0.7,0.2,1,0.4,0.2,1,ГК РФ ст.583-588 | ГК РФ ст.596-600 | ГК РФ ст.8.1 | ГК РФ ст.130 | ГК РФ ст.131 | ГК РФ ст.223 | ФЗ О ГОСУДАРСТВЕННОЙ РЕГИСТРАЦИИ НЕДВИЖИМОСТИ ст.1 | ФЗ О ГОСУДАРСТВЕННОЙ РЕГИСТРАЦИИ НЕДВИЖИМОСТИ ст.14 | ФЗ О ГОСУДАРСТВЕННОЙ РЕГИСТРАЦИИ НЕДВИЖИМОСТИ ст.18 | ФЗ О ГОСУДАРСТВЕННОЙ РЕГИСТРАЦИИ НЕДВИЖИМОСТИ ст.21,ГК РФ ст.601 | ГК РФ ст.583 | ГК РФ ст.596 | ГК РФ ст.604 | ГК РФ ст.605 | ГК РФ ст.587 | ГК РФ ст.587 | ГК РФ ст.585 | ГК РФ ст.599 | ГК РФ ст.600 | ГК РФ ст.593 | ГК РФ ст.598 | ГК РФ ст.603 | ГК РФ ст.595 | ГК РФ ст.594 | ГК РФ ст.592 | ГК РФ ст.424 | ГК РФ ст.329
"Я хочу передать квартиру человеку, чтобы он до конца моей жизни содержал меня и помогал с уходом",договор пожизненного содержания с иждивением,договор пожизненного содержания с иждивением,1,7065.5,10,2,1.0,0.1,1,1.0,0.1,1,0.7,0.2,1,0.35,0.2,1,ГК РФ ст.583-588 | ГК РФ ст.601-605 | ГК РФ ст.8.1 | ГК РФ ст.130 | ГК РФ ст.131 | ГК РФ ст.223 | ФЗ О ГОСУДАРСТВЕННОЙ РЕГИСТРАЦИИ НЕДВИЖИМОСТИ ст.1 | ФЗ О ГОСУДАРСТВЕННОЙ РЕГИСТРАЦИИ НЕДВИЖИМОСТИ ст.14 | ФЗ О ГОСУДАРСТВЕННОЙ РЕГИСТРАЦИИ НЕДВИЖИМОСТИ ст.18 | ФЗ О ГОСУДАРСТВЕННОЙ РЕГИСТРАЦИИ НЕДВИЖИМОСТИ ст.21,ГК РФ ст.601 | ГК РФ ст.602 | ГК РФ ст.605 | ГК РФ ст.604 | ГК РФ ст.603 | ГК РФ ст.583 | ГК РФ ст.600 | ГК РФ ст.553 | ГК РФ ст.587 | ГК РФ ст.593 | ГК РФ ст.594 | ГК РФ ст.424 | ГК РФ ст.592
Я хочу сдать свою квартиру человеку для проживания за ежемесячную плату,договор найма жилого помещения,договор найма жилого помещения,1,90094.9,4,1,1.0,0.25,1,1.0,0.25,1,1.0,0.25,1,1.0,0.25,1,ГК РФ ст.671-688 | ГК РФ ст.292 | ЖК РФ ст.15-17 | ЖК РФ ст.30-31,ГК РФ ст.687 | ГК РФ ст.687 | ГК РФ ст.688 | ГК РФ ст.671 | ГК РФ ст.685 | ГК РФ ст.685 | ГК РФ ст.678 | ГК РФ ст.678 | ГК РФ ст.674 | ГК РФ ст.676 | ГК РФ ст.674 | ГК РФ ст.682 | ГК РФ ст.673 | ГК РФ ст.683 | ГК РФ ст.684 | ГК РФ ст.684 | ГК РФ ст.675 | ГК РФ ст.677 | ГК РФ ст.686 | ГК РФ ст.681 | ГК РФ ст.680 | ГК РФ ст.679 | ГК РФ ст.290
"Я сдаю квартиру человеку на два года, нужно оформить договор и зарегистрировать ограничение",договор найма жилого помещения,договор найма жилого помещения,1,28384.0,9,1,1.0,0.1111,1,1.0,0.1111,1,1.0,0.1111,1,0.95,0.1111,1,ГК РФ ст.671-688 | ГК РФ ст.292 | ЖК РФ ст.15-17 | ЖК РФ ст.30-31 | ФЗ О ГОСУДАРСТВЕННОЙ РЕГИСТРАЦИИ НЕДВИЖИМОСТИ ст.1 | ФЗ О ГОСУДАРСТВЕННОЙ РЕГИСТРАЦИИ НЕДВИЖИМОСТИ ст.14 | ФЗ О ГОСУДАРСТВЕННОЙ РЕГИСТРАЦИИ НЕДВИЖИМОСТИ ст.18 | ФЗ О ГОСУДАРСТВЕННОЙ РЕГИСТРАЦИИ НЕДВИЖИМОСТИ ст.21 | ФЗ О ГОСУДАРСТВЕННОЙ РЕГИСТРАЦИИ НЕДВИЖИМОСТИ ст.51,ГК РФ ст.674 | ГК РФ ст.674 | ГК РФ ст.683 | ГК РФ ст.684 | ГК РФ ст.684 | ГК РФ ст.671 | ГК РФ ст.685 | ГК РФ ст.685 | ГК РФ ст.675 | ГК РФ ст.675 | ГК РФ ст.673 | ГК РФ ст.672 | ГК РФ ст.676 | ГК РФ ст.609 | ГК РФ ст.687 | ГК РФ ст.687 | ГК РФ ст.678 | ГК РФ ст.678 | ГК РФ ст.686 | ГК РФ ст.677 | ГК РФ ст.681 | ГК РФ ст.680 | ГК РФ ст.679
Я сам снимаю квартиру и хочу с согласия собственника пересдать комнату другому человеку,договор поднайма жилого помещения,договор поднайма жилого помещения,1,9724.0,3,1,1.0,0.3333,1,1.0,0.3333,1,0.9,0.3333,1,0.9,0.3333,1,ГК РФ ст.671-688 | ЖК РФ ст.15-17 | ЖК РФ ст.30-31,ГК РФ ст.685 | ГК РФ ст.685 | ГК РФ ст.671 | ГК РФ ст.678 | ГК РФ ст.674 | ГК РФ ст.675 | ГК РФ ст.676 | ГК РФ ст.673 | ГК РФ ст.615 | ГК РФ ст.686 | ГК РФ ст.684 | ГК РФ ст.684 | ГК РФ ст.686 | ГК РФ ст.680 | ГК РФ ст.683 | ГК РФ ст.687 | ГК РФ ст.680 | ГК РФ ст.677 | ГК РФ ст.679 | ГК РФ ст.290
"Я снимаю жильё и хочу пересдать его другому человеку на длительный срок, чтобы всё правильно оформить",договор поднайма жилого помещения,договор поднайма жилого помещения,1,9540.4,4,1,1.0,0.25,1,1.0,0.25,1,0.9,0.25,1,0.5,0.25,1,ГК РФ ст.671-688 | ЖК РФ ст.15-17 | ЖК РФ ст.30-31 | ФЗ О ГОСУДАРСТВЕННОЙ РЕГИСТРАЦИИ НЕДВИЖИМОСТИ ст.51,ГК РФ ст.685 | ГК РФ ст.676 | ГК РФ ст.675 | ГК РФ ст.671 | ГК РФ ст.678 | ГК РФ ст.674 | ГК РФ ст.615 | ГК РФ ст.686 | ГК РФ ст.673 | ГК РФ ст.684 | ГК РФ ст.687
"Я хочу бесплатно дать знакомому оборудование попользоваться на время, а потом он должен вернуть его обратно",договор безвозмездного пользования (ссуды),договор безвозмездного пользования (ссуды),1,8307.0,1,1,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1,0.55,1.0,1,ГК РФ ст.689-701,ГК РФ ст.689 | ГК РФ ст.695 | ГК РФ ст.691 | ГК РФ ст.694 | ГК РФ ст.700 | ГК РФ ст.692 | ГК РФ ст.690 | ГК РФ ст.698 | ГК РФ ст.693 | ГК РФ ст.699 | ГК РФ ст.701
Я хочу бесплатно передать компании нежилое помещение во временное пользование,договор безвозмездного пользования (ссуды),договор безвозмездного пользования (ссуды),1,6945.8,9,1,1.0,0.1111,1,1.0,0.1111,1,1.0,0.1111,1,0.5,0.1111,1,ГК РФ ст.689-701 | ГК РФ ст.8.1 | ГК РФ ст.130 | ГК РФ ст.131 | ФЗ О ГОСУДАРСТВЕННОЙ РЕГИСТРАЦИИ НЕДВИЖИМОСТИ ст.1 | ФЗ О ГОСУДАРСТВЕННОЙ РЕГИСТРАЦИИ НЕДВИЖИМОСТИ ст.14 | ФЗ О ГОСУДАРСТВЕННОЙ РЕГИСТРАЦИИ НЕДВИЖИМОСТИ ст.18 | ФЗ О ГОСУДАРСТВЕННОЙ РЕГИСТРАЦИИ НЕДВИЖИМОСТИ ст.21 | ФЗ О ГОСУДАРСТВЕННОЙ РЕГИСТРАЦИИ НЕДВИЖИМОСТИ ст.51,ГК РФ ст.691 | ГК РФ ст.689 | ГК РФ ст.694 | ГК РФ ст.692 | ГК РФ ст.700 | ГК РФ ст.690 | ГК РФ ст.695 | ГК РФ ст.698 | ГК РФ ст.693 | ГК РФ ст.701
"Я хочу пустить человека жить в квартире бесплатно, но чтобы потом он освободил квартиру и вернул её",договор безвозмездного пользования (ссуды),договор безвозмездного пользования (ссуды),1,34281.6,11,1,1.0,0.0909,1,1.0,0.0909,1,0.8,0.0909,1,0.5,0.0909,1,ГК РФ ст.689-701 | ГК РФ ст.8.1 | ГК РФ ст.130 | ГК РФ ст.131 | ФЗ О ГОСУДАРСТВЕННОЙ РЕГИСТРАЦИИ НЕДВИЖИМОСТИ ст.1 | ФЗ О ГОСУДАРСТВЕННОЙ РЕГИСТРАЦИИ НЕДВИЖИМОСТИ ст.14 | ФЗ О ГОСУДАРСТВЕННОЙ РЕГИСТРАЦИИ НЕДВИЖИМОСТИ ст.18 | ФЗ О ГОСУДАРСТВЕННОЙ РЕГИСТРАЦИИ НЕДВИЖИМОСТИ ст.21 | ФЗ О ГОСУДАРСТВЕННОЙ РЕГИСТРАЦИИ НЕДВИЖИМОСТИ ст.51 | ЖК РФ ст.15-17 | ЖК РФ ст.30-31,ГК РФ ст.689 | ГК РФ ст.691 | ГК РФ ст.692 | ГК РФ ст.694 | ГК РФ ст.690 | ГК РФ ст.699 | ГК РФ ст.695 | ГК РФ ст.700 | ГК РФ ст.615 | ГК РФ ст.615 | ГК РФ ст.701 | ГК РФ ст.693
"Я хочу заказать у подрядчика изготовление вещи по моему заданию, чтобы он сделал результат и передал мне",договор подряда,договор подряда,1,11814.8,1,1,1.0,1.0,1,1.0,1.0,1,0.6,1.0,1,0.3,1.0,1,ГК РФ ст.702-729,ГК РФ ст.703 | ГК РФ ст.702 | ГК РФ ст.720 | ГК РФ ст.721 | ГК РФ ст.723 | ГК РФ ст.713 | ГК РФ ст.760 | ГК РФ ст.759 | ГК РФ ст.397 | ГК РФ ст.327
"Я хочу нанять мастера, чтобы он сделал ремонт в моей квартире для личных нужд",договор бытового подряда,договор бытового подряда,1,13666.3,8,2,0.6667,0.25,1,0.8,0.25,1,0.9,0.25,1,0.45,0.25,1,ГК РФ ст.702-729 | ГК РФ ст.730-739 | ФЗ О ЗАЩИТЕ ПРАВ ПОТРЕБИТЕЛЕЙ ст.1 | ФЗ О ЗАЩИТЕ ПРАВ ПОТРЕБИТЕЛЕЙ ст.4 | ФЗ О ЗАЩИТЕ ПРАВ ПОТРЕБИТЕЛЕЙ ст.7 | ФЗ О ЗАЩИТЕ ПРАВ ПОТРЕБИТЕЛЕЙ ст.8-12 | ФЗ О ЗАЩИТЕ ПРАВ ПОТРЕБИТЕЛЕЙ ст.16-17 | ФЗ О ЗАЩИТЕ ПРАВ ПОТРЕБИТЕЛЕЙ ст.27-39,ГК РФ ст.730 | ГК РФ ст.740 | ГК РФ ст.702 | ГК РФ ст.739 | ГК РФ ст.731 | ГК РФ ст.703 | ГК РФ ст.732 | ГК РФ ст.735 | ГК РФ ст.704 | ГК РФ ст.733 | ФЗ О ЗАЩИТЕ ПРАВ ПОТРЕБИТЕЛЕЙ ст.26 | ГК РФ ст.445 | ГК РФ ст.426
Моя компания нанимает строительную фирму построить объект по проекту,договор строительного подряда,договор строительного подряда,1,12992.5,2,2,1.0,1.0,1,1.0,1.0,1,0.9,1.0,1,0.5,1.0,1,ГК РФ ст.702-729 | ГК РФ ст.740-757,ГК РФ ст.740 | ГК РФ ст.702 | ГК РФ ст.757 | ГК РФ ст.750 | ГК РФ ст.747 | ГК РФ ст.745 | ГК РФ ст.743 | ГК РФ ст.748 | ГК РФ ст.755 | ГК РФ ст.758 | ГК РФ ст.754
"Я заказываю строительство объекта, а после завершения нужно будет оформить его как недвижимость",договор строительного подряда,договор строительного подряда,1,34634.0,6,2,1.0,0.3333,1,0.8,0.3333,1,0.7,0.3333,1,0.35,0.3333,1,ГК РФ ст.702-729 | ГК РФ ст.740-757 | ФЗ О ГОСУДАРСТВЕННОЙ РЕГИСТРАЦИИ НЕДВИЖИМОСТИ ст.1 | ФЗ О ГОСУДАРСТВЕННОЙ РЕГИСТРАЦИИ НЕДВИЖИМОСТИ ст.14 | ФЗ О ГОСУДАРСТВЕННОЙ РЕГИСТРАЦИИ НЕДВИЖИМОСТИ ст.18 | ФЗ О ГОСУДАРСТВЕННОЙ РЕГИСТРАЦИИ НЕДВИЖИМОСТИ ст.21,ГК РФ ст.740 | ГК РФ ст.740 | ГК РФ ст.702 | ГК РФ ст.130 | ГК РФ ст.747 | ГК РФ ст.743 | ГК РФ ст.753 | ГК РФ ст.758 | ГК РФ ст.758 | ГК РФ ст.703 | ГК РФ ст.763 | ГК РФ ст.434 | ГК РФ ст.438 | ГК РФ ст.160
"Мне нужно нанять консультанта, который будет давать советы и рекомендации за плату",договор возмездного оказания услуг,договор возмездного оказания услуг,1,12394.5,2,1,1.0,0.5,1,1.0,0.5,1,0.7,0.5,1,0.35,0.5,1,ГК РФ ст.779-783 | ГК РФ ст.702-729,ГК РФ ст.779 | ГК РФ ст.779 | ГК РФ ст.781 | ГК РФ ст.780 | ГК РФ ст.783 | ГК РФ ст.782 | ГК РФ ст.782 | ФЗ О ЗАЩИТЕ ПРАВ ПОТРЕБИТЕЛЕЙ ст.37 | ФЗ О ЗАЩИТЕ ПРАВ ПОТРЕБИТЕЛЕЙ ст.12 | ФЗ О ЗАЩИТЕ ПРАВ ПОТРЕБИТЕЛЕЙ ст.27 | ФЗ О ЗАЩИТЕ ПРАВ ПОТРЕБИТЕЛЕЙ ст.16.1 | ФЗ О ЗАЩИТЕ ПРАВ ПОТРЕБИТЕЛЕЙ ст.29 | ГК РФ ст.445 | ГК РФ ст.426
"Я хочу заказать у исполнителя платную информационную услугу, чтобы он предоставлял мне нужные данные и материалы",договор возмездного оказания услуг,договор возмездного оказания услуг,1,14467.6,3,2,0.6667,0.3333,1,0.4,0.3333,1,0.3,0.6667,1,0.15,0.6667,1,ГК РФ ст.779-783 | ГК РФ ст.783.1 | ГК РФ ст.702-729,ГК РФ ст.779 | ГК РФ ст.780 | ФЗ О ЗАЩИТЕ ПРАВ ПОТРЕБИТЕЛЕЙ ст.12 | ФЗ О ЗАЩИТЕ ПРАВ ПОТРЕБИТЕЛЕЙ ст.12 | ФЗ О ЗАЩИТЕ ПРАВ ПОТРЕБИТЕЛЕЙ ст.12 | ФЗ О ЗАЩИТЕ ПРАВ ПОТРЕБИТЕЛЕЙ ст.9 | ГК РФ ст.783.1 | ФЗ О ЗАЩИТЕ ПРАВ ПОТРЕБИТЕЛЕЙ ст.27 | ФЗ О ЗАЩИТЕ ПРАВ ПОТРЕБИТЕЛЕЙ ст.29 | ФЗ О ЗАЩИТЕ ПРАВ ПОТРЕБИТЕЛЕЙ ст.14 | ФЗ О ЗАЩИТЕ ПРАВ ПОТРЕБИТЕЛЕЙ ст.5
"Я как физическое лицо хочу заказать у компании платную услугу для себя, без изготовления какой-то вещи",договор возмездного оказания услуг,договор возмездного оказания услуг,1,43139.8,9,3,1.0,0.2222,1,1.0,0.2222,1,0.6,0.3333,1,0.3,0.3333,1,ГК РФ ст.779-783 | ГК РФ ст.702-729 | ГК РФ ст.730-739 | ФЗ О ЗАЩИТЕ ПРАВ ПОТРЕБИТЕЛЕЙ ст.1 | ФЗ О ЗАЩИТЕ ПРАВ ПОТРЕБИТЕЛЕЙ ст.4 | ФЗ О ЗАЩИТЕ ПРАВ ПОТРЕБИТЕЛЕЙ ст.7 | ФЗ О ЗАЩИТЕ ПРАВ ПОТРЕБИТЕЛЕЙ ст.8-12 | ФЗ О ЗАЩИТЕ ПРАВ ПОТРЕБИТЕЛЕЙ ст.16-17 | ФЗ О ЗАЩИТЕ ПРАВ ПОТРЕБИТЕЛЕЙ ст.27-39,ГК РФ ст.779 | ГК РФ ст.780 | ФЗ О ЗАЩИТЕ ПРАВ ПОТРЕБИТЕЛЕЙ ст.12 | ФЗ О ЗАЩИТЕ ПРАВ ПОТРЕБИТЕЛЕЙ ст.12 | ФЗ О ЗАЩИТЕ ПРАВ ПОТРЕБИТЕЛЕЙ ст.12 | ФЗ О ЗАЩИТЕ ПРАВ ПОТРЕБИТЕЛЕЙ ст.29 | ФЗ О ЗАЩИТЕ ПРАВ ПОТРЕБИТЕЛЕЙ ст.14 | ГК РФ ст.327 | ФЗ О ЗАЩИТЕ ПРАВ ПОТРЕБИТЕЛЕЙ ст.5
"Я хочу передать имущество управляющему, чтобы он распоряжался им в моих интересах за вознаграждение",договор доверительного управления имуществом,договор доверительного управления имуществом,1,7621.3,1,1,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1,0.65,1.0,1,ГК РФ ст.1012-1026,ГК РФ ст.1012 | ГК РФ ст.1016 | ГК РФ ст.1022 | ГК РФ ст.1023 | ГК РФ ст.1022 | ГК РФ ст.1021 | ГК РФ ст.1020 | ГК РФ ст.1015 | ГК РФ ст.1024 | ГК РФ ст.1026 | ГК РФ ст.1017 | ГК РФ ст.1019 | ГК РФ ст.1013 | ГК РФ ст.37 | ГК РФ ст.305 | ГК РФ ст.304 | ГК РФ ст.301
"Я хочу передать недвижимость управляющей компании, чтобы она управляла ею и сдавала её в мою пользу",договор доверительного управления имуществом,договор доверительного управления имуществом,1,29951.0,9,1,1.0,0.1111,1,1.0,0.1111,1,0.9,0.1111,1,0.45,0.1111,1,ГК РФ ст.1012-1026 | ГК РФ ст.8.1 | ГК РФ ст.130 | ГК РФ ст.131 | ФЗ О ГОСУДАРСТВЕННОЙ РЕГИСТРАЦИИ НЕДВИЖИМОСТИ ст.1 | ФЗ О ГОСУДАРСТВЕННОЙ РЕГИСТРАЦИИ НЕДВИЖИМОСТИ ст.14 | ФЗ О ГОСУДАРСТВЕННОЙ РЕГИСТРАЦИИ НЕДВИЖИМОСТИ ст.18 | ФЗ О ГОСУДАРСТВЕННОЙ РЕГИСТРАЦИИ НЕДВИЖИМОСТИ ст.21 | ФЗ О ГОСУДАРСТВЕННОЙ РЕГИСТРАЦИИ НЕДВИЖИМОСТИ ст.54,ГК РФ ст.1020 | ГК РФ ст.1017 | ГК РФ ст.1012 | ГК РФ ст.1013 | ГК РФ ст.1016 | ГК РФ ст.1021 | ГК РФ ст.1015 | ГК РФ ст.1022 | ГК РФ ст.1022 | ГК РФ ст.613 | ГК РФ ст.305 | ГК РФ ст.304 | ГК РФ ст.301 | ГК РФ ст.302
Я хочу поручить представителю заключить сделку от моего имени,договор поручения,договор поручения,1,25908.2,3,2,1.0,0.6667,1,1.0,0.6667,1,1.0,0.6667,1,0.65,0.6667,1,ГК РФ ст.971-979 | ГК РФ ст.182-189 | ГК РФ ст.189.1,ГК РФ ст.971 | ГК РФ ст.182 | ГК РФ ст.973 | ГК РФ ст.976 | ГК РФ ст.976 | ГК РФ ст.975 | ГК РФ ст.974 | ГК РФ ст.978 | ГК РФ ст.972 | ГК РФ ст.977 | ГК РФ ст.979 | ГК РФ ст.184 | ГК РФ ст.187 | ГК РФ ст.1851 | ГК РФ ст.424
"Я хочу нанять юриста, чтобы он от моего имени подал документы и совершал нужные юридические действия",договор поручения,договор поручения,1,10966.7,9,2,0.6667,0.2222,1,0.8,0.2222,1,0.9,0.2222,1,0.55,0.2222,1,ГК РФ ст.971-979 | ГК РФ ст.182-189 | ГК РФ ст.189.1 | ФЗ О ЗАЩИТЕ ПРАВ ПОТРЕБИТЕЛЕЙ ст.1 | ФЗ О ЗАЩИТЕ ПРАВ ПОТРЕБИТЕЛЕЙ ст.4 | ФЗ О ЗАЩИТЕ ПРАВ ПОТРЕБИТЕЛЕЙ ст.7 | ФЗ О ЗАЩИТЕ ПРАВ ПОТРЕБИТЕЛЕЙ ст.8-12 | ФЗ О ЗАЩИТЕ ПРАВ ПОТРЕБИТЕЛЕЙ ст.16-17 | ФЗ О ЗАЩИТЕ ПРАВ ПОТРЕБИТЕЛЕЙ ст.27-39,ГК РФ ст.971 | ГК РФ ст.182 | ГК РФ ст.1005 | ГК РФ ст.975 | ГК РФ ст.976 | ГК РФ ст.976 | ГК РФ ст.973 | ГК РФ ст.184 | ГК РФ ст.979 | ГК РФ ст.977 | ГК РФ ст.972 | ГК РФ ст.187 | ГК РФ ст.1851 | ГК РФ ст.424
"Я хочу нанять посредника, чтобы он искал клиентов и заключал сделки от моего имени за вознаграждение",агентский договор,агентский договор,1,12040.1,2,1,1.0,0.5,1,1.0,0.5,1,0.6,0.5,1,0.3,0.5,1,ГК РФ ст.1005-1011 | ГК РФ ст.971-979,ГК РФ ст.1005 | ГК РФ ст.1006 | ГК РФ ст.1007 | ГК РФ ст.1009 | ГК РФ ст.1011 | ГК РФ ст.1008 | ГК РФ ст.990 | ГК РФ ст.991 | ГК РФ ст.985 | ГК РФ ст.1851 | ГК РФ ст.424 | ГК РФ ст.187
"Я хочу, чтобы посредник сам заключал сделки с клиентами, но делал это за мой счёт и получал вознаграждение",агентский договор,агентский договор,1,8019.1,2,2,1.0,0.5,1,1.0,0.5,1,0.8,1.0,1,0.4,1.0,1,ГК РФ ст.1005-1011 | ГК РФ ст.990-1004,ГК РФ ст.1005 | ГК РФ ст.1006 | ГК РФ ст.1007 | ГК РФ ст.1011 | ГК РФ ст.1009 | ГК РФ ст.990 | ГК РФ ст.1008 | ГК РФ ст.991 | ГК РФ ст.985 | ГК РФ ст.972 | ГК РФ ст.184 | ГК РФ ст.976 | ГК РФ ст.1851 | ГК РФ ст.424 | ГК РФ ст.187
"Я хочу отдать товар посреднику, чтобы он продал его от своего имени, а деньги потом передал мне",договор комиссии,договор комиссии,1,9949.4,1,1,1.0,1.0,1,1.0,1.0,1,0.9,1.0,1,0.5,1.0,1,ГК РФ ст.990-1004,ГК РФ ст.990 | ГК РФ ст.996 | ГК РФ ст.992 | ГК РФ ст.1004 | ГК РФ ст.993 | ГК РФ ст.1000 | ГК РФ ст.994 | ГК РФ ст.454 | ГК РФ ст.991 | ГК РФ ст.995 | ГК РФ ст.1002 | ГК РФ ст.360 | ГК РФ ст.424 | ГК РФ ст.359 | ГК РФ ст.389 | ГК РФ ст.382 | ГК РФ ст.386 | ГК РФ ст.388
"Я как физическое лицо хочу сдать вещь в комиссионный магазин, чтобы они продали её от своего имени",договор комиссии,договор комиссии,1,9309.3,7,1,1.0,0.1429,1,0.8,0.1429,1,0.8,0.1429,1,0.4,0.1429,1,ГК РФ ст.990-1004 | ФЗ О ЗАЩИТЕ ПРАВ ПОТРЕБИТЕЛЕЙ ст.1 | ФЗ О ЗАЩИТЕ ПРАВ ПОТРЕБИТЕЛЕЙ ст.4 | ФЗ О ЗАЩИТЕ ПРАВ ПОТРЕБИТЕЛЕЙ ст.7 | ФЗ О ЗАЩИТЕ ПРАВ ПОТРЕБИТЕЛЕЙ ст.8-12 | ФЗ О ЗАЩИТЕ ПРАВ ПОТРЕБИТЕЛЕЙ ст.16-17 | ФЗ О ЗАЩИТЕ ПРАВ ПОТРЕБИТЕЛЕЙ ст.27-39,ГК РФ ст.990 | ГК РФ ст.996 | ГК РФ ст.992 | ГК РФ ст.1004 | ГК РФ ст.454 | ГК РФ ст.991 | ГК РФ ст.994 | ГК РФ ст.1002 | ГК РФ ст.455 | ГК РФ ст.993 | ГК РФ ст.492 | ГК РФ ст.360 | ГК РФ ст.424 | ГК РФ ст.359 | ГК РФ ст.389 | ГК РФ ст.426 | ГК РФ ст.445 | ГК РФ ст.129 | ГК РФ ст.382 | ГК РФ ст.386 | ГК РФ ст.388
"Я даю знакомому деньги в долг, он должен вернуть такую же сумму к определённой дате",договор займа,договор займа,1,9072.6,1,1,1.0,1.0,1,1.0,1.0,1,0.8,1.0,1,0.5,1.0,1,ГК РФ ст.807-818,ГК РФ ст.810 | ГК РФ ст.810 | ГК РФ ст.811 | ГК РФ ст.807 | ГК РФ ст.808 | ГК РФ ст.809 | ГК РФ ст.809 | ГК РФ ст.814 | ГК РФ ст.395 | ГК РФ ст.823 | ГК РФ ст.815 | ГК РФ ст.816 | ГК РФ ст.140 | ГК РФ ст.141 | ГК РФ ст.317
"Мы с партнёром хотим вложить деньги и имущество в общий проект и делить прибыль, но новую фирму создавать не хотим",договор простого товарищества,договор простого товарищества,1,5422.2,1,1,1.0,1.0,1,1.0,1.0,1,0.9,1.0,1,0.45,1.0,1,ГК РФ ст.1041-1054,ГК РФ ст.1041 | ГК РФ ст.1048 | ГК РФ ст.1042 | ГК РФ ст.1050 | ГК РФ ст.1047 | ГК РФ ст.1054 | ГК РФ ст.1053 | ГК РФ ст.1044 | ГК РФ ст.1046 | ГК РФ ст.815 | ГК РФ ст.816 | ГК РФ ст.252
"Мне нужно, чтобы перевозчик забрал мой груз и доставил его получателю в другой город",договор перевозки груза,договор перевозки груза,1,7486.0,1,1,0.6667,1.0,1,0.8,1.0,1,0.9,1.0,1,0.45,1.0,1,ГК РФ ст.784-800,ГК РФ ст.785 | ГК РФ ст.801 | ГК РФ ст.784 | ГК РФ ст.793 | ГК РФ ст.798 | ГК РФ ст.799 | ГК РФ ст.789 | ГК РФ ст.797 | ГК РФ ст.787 | ГК РФ ст.796 | ГК РФ ст.445 | ГК РФ ст.426
Мне нужно организовать платную перевозку пассажира до нужного места,договор перевозки пассажира,договор перевозки пассажира,1,6560.5,1,1,1.0,1.0,1,1.0,1.0,1,0.9,1.0,1,0.45,1.0,1,ГК РФ ст.784-800,ГК РФ ст.786 | ГК РФ ст.786 | ГК РФ ст.784 | ГК РФ ст.789 | ГК РФ ст.800 | ГК РФ ст.795 | ГК РФ ст.793 | ГК РФ ст.815 | ГК РФ ст.790 | ГК РФ ст.788 | ГК РФ ст.445 | ГК РФ ст.360 | ГК РФ ст.426 | ГК РФ ст.359
